time,Open,High,Low,Close,Volume
2026-02-25 10:00:00,5193.001,5194.907,5169.744,5175.163,7414
2026-02-25 11:00:00,5174.799,5182.472,5154.81,5181.284,8251
2026-02-25 12:00:00,5181.193,5187.369,5177.333,5182.873,6483
2026-02-25 13:00:00,5182.773,5191.29,5180.929,5184.98,9015
2026-02-25 14:00:00,5184.741,5193.204,5158.59,5190.958,15501
2026-02-25 15:00:00,5191.174,5202.514,5172.354,5194.94,13630
2026-02-25 16:00:00,5194.853,5213.87,5189.512,5211.928,9394
2026-02-25 17:00:00,5211.832,5217.614,5203.416,5206.888,8095
2026-02-25 18:00:00,5207.073,5207.645,5200.22,5201.845,3390
2026-02-25 19:00:00,5202.145,5208.262,5191.339,5205.091,11927
2026-02-25 20:00:00,5204.868,5206.206,5145.78,5151.966,15983
2026-02-25 21:00:00,5152.05,5173.582,5150.062,5169.177,9762
2026-02-25 23:00:00,5165.082,5181.804,5161.539,5163.125,8226
2026-02-26 00:00:00,5163.219,5192.048,5155.321,5188.368,11820
2026-02-26 01:00:00,5187.982,5198.089,5178.677,5191.599,15376
2026-02-26 02:00:00,5191.332,5195.618,5173.994,5184.348,9962
2026-02-26 03:00:00,5184.123,5193.496,5182.957,5192.676,6750
2026-02-26 04:00:00,5192.386,5199.325,5190.562,5192.716,4925
2026-02-26 05:00:00,5192.492,5205.41,5189.694,5197.994,6933
2026-02-26 06:00:00,5198.069,5199.564,5190.208,5192.941,6746
2026-02-26 07:00:00,5193.016,5194.459,5179.502,5185.826,7213
2026-02-26 08:00:00,5186.069,5190.786,5167.651,5179.043,10263
2026-02-26 09:00:00,5179.208,5189.412,5173.778,5186.118,6941
2026-02-26 10:00:00,5186.379,5189.901,5165.732,5171.379,7213
2026-02-26 11:00:00,5171.187,5178.105,5161.101,5164.456,6870
2026-02-26 12:00:00,5164.689,5188.053,5157.754,5183.826,8107
2026-02-26 13:00:00,5183.821,5185.612,5164.14,5166.39,11775
2026-02-26 14:00:00,5166.31,5176.099,5139.658,5164.688,23402
2026-02-26 15:00:00,5164.575,5192.714,5130.47,5185.32,28051
2026-02-26 16:00:00,5185.685,5187.113,5172.629,5179.668,14289
2026-02-26 17:00:00,5179.737,5190.185,5161.76,5167.151,11836
2026-02-26 18:00:00,5167.142,5185.765,5160.52,5180.461,11955
2026-02-26 19:00:00,5180.539,5193.965,5179.557,5187.105,7599
2026-02-26 20:00:00,5187.023,5200.86,5186.819,5196.183,7487
2026-02-26 21:00:00,5196.494,5200.483,5182.884,5184.92,4961
2026-02-26 23:00:00,5187.994,5189.094,5175.472,5184.462,5292
2026-02-27 00:00:00,5184.431,5194.904,5169.971,5174.668,8704
2026-02-27 01:00:00,5174.763,5194.455,5166.688,5193.83,11325
2026-02-27 02:00:00,5193.906,5199.716,5173.377,5183.392,10092
2026-02-27 03:00:00,5183.44,5190.35,5180.966,5184.068,6483
2026-02-27 04:00:00,5183.971,5188.8,5180.643,5181.703,4354
2026-02-27 05:00:00,5181.675,5200.615,5181.217,5197.744,6387
2026-02-27 06:00:00,5197.674,5199.061,5185.023,5185.706,7662
2026-02-27 07:00:00,5185.628,5189.732,5175.545,5176.053,8105
2026-02-27 08:00:00,5176.114,5182.088,5174.272,5178.807,6490
