signal_id,sample_source,time,timeframe,hour,day_of_week,setup_type,direction,entry_price,sl_price,tp_price,risk_pips,atr_14,trend,relative_risk,killzone,fvg_width,relative_fvg_width,near_psychological_level,knn_prob_sig,knn_prob_opp,dist_entry_to_poc,dist_entry_to_nearest_poc,dist_entry_to_pp,dist_entry_to_nearest_pivot,floop_signal,floop_strength,floop_trend,floop_trend_aligned,confidence,accept_threshold,resolved_at,result,pnl_relative,label,rr_ratio,atr_percentile,body_to_range_ratio,dist_to_recent_swing,htf_trend_aligned,confluence_score,order_type,reaction_strength
H4_FVG_DUAL_BEAR_4511.962_4517.133_2026-06-02_16:00:00_0.5,shadow,2026-06-02 16:00:00,240,16,1,0,-1,4511.9625,4535.871,4490.054,23.90850000000046,30.886785714285583,-1,0.774068892152233,2,18.35699999999997,0.5943318340020598,0,1.0,0.0,0.0297929190649528,0.0046739971797196,0.0042998055711056,0.004281396399017,0,9.0,-1,1,0.4798049661385619,0.5,2026-06-04 08:00:00,tp,0.916348,1,0.9163477424346625,0.0,0.0,0.0,1,0,0,0.0
H1_BPR_DUAL_BEAR_4477.288_4480.524_2026-06-04_15:00:00_0.5,shadow,2026-06-04 15:00:00,60,15,3,0,-1,4477.2875,4493.0,4463.575,15.712499999999636,20.41985714285712,1,0.7694715927773216,2,12.024000000000342,0.5888385954848046,0,0.8044093084731081,0.1955906915268918,0.0315568683541308,0.0032215040914839,0.0040467640015951,0.0039321799192028,0,6.0,-1,1,0.4476787180352135,0.5,2026-06-04 23:00:00,tp,0.872713,1,0.8727128082737224,0.0,0.0,0.0,1,0,0,0.0
H1_BPR_DUAL_BEAR_4477.288_4480.524_2026-06-04_15:00:00_0.618,shadow,2026-06-04 15:00:00,60,15,3,0,-1,4480.52365,4493.0,4463.575,12.476349999999911,20.41985714285712,1,0.6109910521271275,2,12.024000000000342,0.5888385954848046,1,0.8044093084731081,0.1955906915268918,0.032302469962141,0.0039414477814439,0.0047724815114319,0.0032070693344065,0,6.0,-1,1,0.3878177992575686,0.5,2026-06-04 23:00:00,tp,1.358462,1,1.3584622105023016,0.0,0.0,0.0,1,0,0,0.0
H1_FVG_DUAL_BEAR_4328.566_4331.762_2026-06-05_19:00:00_0.5,shadow,2026-06-05 19:00:00,60,19,4,0,-1,4328.5665,4344.108,4315.025,15.54150000000027,25.70414285714287,-1,0.6046301596741038,0,10.353000000000064,0.4027755392404805,0,0.8044093084731081,0.1955906915268918,-0.002708112176714,0.0027154659631542,-0.0323538912591276,0.006937054103246,0,14.0,-1,1,0.3961545383740482,0.5,2026-06-05 20:00:00,tp,0.871312,1,0.8713122928932236,0.0,0.0,0.0,1,0,0,0.0
H1_BPR_DUAL_BEAR_4530.587_4533.475_2026-05-31_22:00:00_0.5,shadow,2026-05-31 22:00:00,60,22,6,0,-1,4530.5875,4544.821,4518.354,14.233500000000276,21.39592857142861,1,0.6652433874268585,0,2.050000000000182,0.0958126212263431,1,0.8044093084731081,0.1955906915268918,0.0438370672654749,0.0019355767877786,-0.0026277241463117,0.0026346472725669,0,7.0,-1,1,0.39718943535031,0.5,2026-05-31 23:00:00,sl,-1.0,0,0.8594864228755492,0.0,0.0,0.0,1,0,0,0.0
H1_BPR_DUAL_BEAR_4530.587_4533.475_2026-05-31_22:00:00_0.618,shadow,2026-05-31 22:00:00,60,22,6,0,-1,4533.474606,4544.821,4518.354,11.346394000000146,21.39592857142861,1,0.5303062198081803,0,2.050000000000182,0.0958126212263431,0,0.8044093084731081,0.1955906915268918,0.0445022499288546,0.0025711859033186,-0.0019921510596312,0.0019961276474392,0,7.0,-1,1,0.394826432756724,0.5,2026-05-31 23:00:00,sl,-1.0,0,1.3326353729651292,0.0,0.0,0.0,1,0,0,0.0
H4_BPR_DUAL_BEAR_4792.407_4797.065_2026-04-21_04:00:00_0.5,shadow,2026-04-21 04:00:00,240,4,1,0,-1,4792.406999999999,4814.146,4772.668,21.739000000000487,40.23342857142864,-1,0.5403218361419543,3,0.4339999999992869,0.0107870498590191,0,1.0,0.0,0.0938004901142934,0.0201913673024848,-0.0015560125272691,0.0015584374755039,0,10.0,1,0,0.3771803428638564,0.5,2026-04-21 12:00:00,tp,0.907999,1,0.9079994479966482,0.0,0.0,0.0,0,0,0,0.0
H4_BPR_DUAL_BEAR_4792.407_4797.065_2026-04-21_04:00:00_0.618,shadow,2026-04-21 04:00:00,240,4,1,0,-1,4797.065404,4814.146,4772.668,17.080595999999787,40.23342857142864,-1,0.4245374209079809,3,0.4339999999992869,0.0107870498590191,0,1.0,0.0,0.0948637062765166,0.02114285411148,-0.000585486554617,0.0005858295499418,0,10.0,1,0,0.3401499776993066,0.5,2026-04-21 12:00:00,tp,1.42837,1,1.428369595534054,0.0,0.0,0.0,0,0,0,0.0
H1_Swapzone_SINGLE_BEAR_4521.317_2026-06-02_12:00:00,shadow,2026-06-02 12:00:00,60,12,1,1,-1,4521.317,4521.817,4520.317,0.5,16.008357142857026,-1,0.0312336859765214,0,0.0,0.0,0,0.8044093084731081,0.1955906915268918,0.0417011651264953,0.0001108526564272,0.0063819865580299,0.0036431862663022,-1,6.0,-1,1,0.3714166105192591,0.5,2026-06-02 13:00:00,sl,-1.0,0,2.0,0.0,0.0,0.0,1,0,0,0.0
M15_FVG_DUAL_BEAR_4345.119_4347.447_2026-06-05_15:45:00_0.5,shadow,2026-06-05 15:45:00,15,15,4,0,-1,4345.1195,4356.982,4335.257,11.862500000000182,20.811642857142747,-1,0.5699934446034789,2,6.003000000000611,0.2884443117348771,1,0.8901112075416525,0.1098887924583473,0.0049949942159732,0.0049279599790061,-0.0286534869710134,0.0031010654597643,0,14.0,-1,1,0.3457866270544272,0.5,2026-06-05 18:00:00,tp,0.831401,1,0.8314014752370943,0.0,0.0,0.0,1,0,0,0.0
H1_Swapzone_SINGLE_BEAR_4472.821_2026-06-04_22:00:00,shadow,2026-06-04 22:00:00,60,22,3,1,-1,4472.821,4473.321,4471.821,0.5,16.881214285714318,-1,0.0296187224175646,0,0.0,0.0,0,0.8044093084731081,0.1955906915268918,0.0305277969012692,0.0022261342450323,0.0030451363707106,0.0030358916665792,0,11.0,-1,1,0.3122215697099296,0.5,2026-06-04 23:00:00,sl,-1.0,0,2.0,0.0,0.0,0.0,1,0,0,0.0
M15_BPR_DUAL_BEAR_4567.762_4570.145_2026-05-29_15:45:00_0.5,shadow,2026-05-29 15:45:00,15,15,4,0,-1,4567.7615000000005,4579.862,4557.661,12.100499999999556,16.76950000000001,1,0.7215778645755417,2,6.279000000000451,0.3744297683294342,0,0.8901112075416525,0.1098887924583473,0.0564904929018513,0.0200253231259995,0.0243348670504037,0.003393529485577,0,1.0,-1,1,0.312071778799372,0.5,2026-05-29 17:30:00,tp,0.834718,1,0.8347175736540503,0.0,0.0,0.0,1,0,0,0.0
M15_BPR_DUAL_BEAR_4567.762_4570.145_2026-05-29_15:45:00_0.618,shadow,2026-05-29 15:45:00,15,15,4,0,-1,4570.145218,4579.862,4557.661,9.71678200000042,16.76950000000001,1,0.5794318256358517,2,6.279000000000451,0.3744297683294342,1,0.8901112075416525,0.1098887924583473,0.0570418297885864,0.0205364629619083,0.0248694233009029,0.0039133442112282,0,1.0,-1,1,0.2970248727965998,0.5,2026-05-29 17:30:00,tp,1.28481,1,1.2848099298717477,0.0,0.0,0.0,1,0,0,0.0
M15_FVG_DUAL_BEAR_4572.312_4574.917_2026-05-29_15:45:00_0.5,shadow,2026-05-29 15:45:00,15,15,4,0,-1,4572.3125,4585.349,4561.276,13.03650000000016,16.76950000000001,1,0.7773934822147441,2,6.279000000000451,0.3744297683294342,0,0.8901112075416525,0.1098887924583473,0.0575431065799507,0.0210007299369847,0.0253554430984189,0.0043854905659516,0,1.0,-1,1,0.3006755942357352,0.5,2026-05-29 16:00:00,tp,0.846585,1,0.8465845894220093,0.0,0.0,0.0,1,0,0,0.0
H4_Swapzone_SINGLE_BEAR_4457.157_2026-06-05_00:00:00,shadow,2026-06-05 00:00:00,240,0,4,1,-1,4457.157,4457.657,4456.157,0.5,33.74307142857138,-1,0.014817856787531,0,0.0,0.0,0,1.0,0.0,0.0172843231212113,0.0018654267731651,-0.003607631511,0.0036206936394654,0,14.0,-1,1,0.2259676732518306,0.5,2026-06-05 04:00:00,sl,-1.0,0,2.0,0.0,0.0,0.0,1,0,0,0.0
M15_BPR_DUAL_BEAR_4558.310_4559.476_2026-05-29_17:30:00_0.5,shadow,2026-05-29 17:30:00,15,17,4,0,-1,4558.3095,4565.251,4553.368,6.941499999999905,15.11392857142846,-1,0.4592783383350239,0,0.9639999999999418,0.0637822254779143,0,0.8901112075416525,0.1098887924583473,0.0543043130544778,0.0179932714090607,0.0222152263547674,0.0013269904848131,0,4.0,-1,1,0.1756925389299607,0.5,2026-05-29 18:00:00,tp,0.711878,1,0.711877836202546,0.0,0.0,0.0,1,0,0,0.0
M15_BPR_DUAL_BEAR_4558.310_4559.476_2026-05-29_17:30:00_0.618,shadow,2026-05-29 17:30:00,15,17,4,0,-1,4559.475694000001,4565.251,4553.368,5.775305999999546,15.11392857142846,-1,0.3821181218837602,0,0.9639999999999418,0.0637822254779143,1,0.8901112075416525,0.1098887924583473,0.0545740453673141,0.0182444429102817,0.0224767490231347,0.0015824247824872,0,4.0,-1,1,0.1825427197342922,0.5,2026-05-29 18:45:00,tp,1.057553,1,1.0575533140582933,0.0,0.0,0.0,1,0,0,0.0
M15_FVG_DUAL_BEAR_4547.248_4548.293_2026-05-29_20:00:00_0.5,shadow,2026-05-29 20:00:00,15,20,4,0,-1,4547.2485,4553.676,4542.821,6.427500000000691,6.460071428571415,-1,0.994958038942624,0,2.0659999999998035,0.3198107053216717,0,0.8901112075416525,0.1098887924583473,0.0517459830405338,0.0156045793406714,0.0197347623540867,0.0011022416449567,0,8.0,-1,1,0.1734904954982002,0.5,2026-05-29 20:15:00,tp,0.688837,1,0.6888370283935131,0.0,0.0,0.0,1,0,0,0.0
M15_FVG_DUAL_BEAR_4547.248_4548.293_2026-05-29_20:00:00_0.618,shadow,2026-05-29 20:00:00,15,20,4,0,-1,4548.29339,4553.676,4542.821,5.382610000000568,6.460071428571415,-1,0.8332121493571291,0,2.0659999999998035,0.3198107053216717,0,0.8901112075416525,0.1098887924583473,0.051987658607686,0.0158307267860747,0.0199690822193495,0.0008722561027812,0,8.0,-1,1,0.151778804129361,0.5,2026-05-29 20:15:00,tp,1.01668,1,1.0166796405460041,0.0,0.0,0.0,1,0,0,0.0
M30_Swapzone_SINGLE_BEAR_4323.088_2026-06-05_18:30:00,shadow,2026-06-05 18:30:00,30,18,4,1,-1,4323.088,4323.588,4322.088,0.5,23.50585714285723,-1,0.0212712940847569,0,0.0,0.0,0,0.915293365478296,0.084706634521704,0.000188153240374,0.0001881178453918,-0.0335786036914622,0.0082131106283282,0,14.0,-1,1,0.1459645646780162,0.5,2026-06-05 19:00:00,sl,-1.0,0,2.0,0.0,0.0,0.0,1,0,0,0.0
H1_IC_DUAL_BEAR_4341.423_4342.816_2026-06-05_18:00:00_0.5,shadow,2026-06-05 18:00:00,60,18,4,1,-1,4341.4235,4349.322,4315.025,7.89850000000024,25.70728571428578,-1,0.3072475284938763,0,0.0,0.0,0,0.8044093084731081,0.1955906915268918,0.0002541114143395,0.000254046858133,-0.0294797235594789,0.0039550391709075,0,14.0,-1,1,0.4750423508436866,0.5,2026-06-08 00:00:00,sl,-1.0,0,3.3422168766220723,0.0,0.0,0.0,1,0,0,0.0
H1_IC_DUAL_BEAR_4341.423_4342.816_2026-06-05_18:00:00_0.618,shadow,2026-06-05 18:00:00,60,18,4,1,-1,4342.815546,4349.322,4315.025,6.506454000000304,25.70728571428578,-1,0.2530976654756128,0,0.0,0.0,0,0.8044093084731081,0.1955906915268918,0.0005748356502445,0.000574505404057,-0.0291685332623936,0.0036332314446399,0,14.0,-1,1,0.4280358591350557,0.5,2026-06-08 00:00:00,sl,-1.0,0,4.271227614918799,0.0,0.0,0.0,1,0,0,0.0
M15_FVG_DUAL_BULL_4320.157_4318.661_2026-06-05_20:30:00_0.5,shadow,2026-06-05 20:30:00,15,20,4,0,1,4320.157499999999,4311.817,4326.498,8.340499999999338,9.626857142857196,-1,0.8663782869352858,0,1.902000000000044,0.1975722680595986,1,0.1098887924583473,0.8901112075416525,-0.0007785374545871,0.0007791440474105,-0.0342337136272031,0.0088970135926754,0,13.0,-1,0,0.4485043643943004,0.5,2026-06-07 22:00:00,sl,-1.0,0,0.7602062226486123,0.0,0.0,0.0,0,0,0,0.0
M15_FVG_DUAL_BULL_4320.157_4318.661_2026-06-05_20:30:00_0.618,shadow,2026-06-05 20:30:00,15,20,4,0,1,4318.661142,4311.817,4326.498,6.84414199999992,9.626857142857196,-1,0.710942512019932,0,1.902000000000044,0.1975722680595986,0,0.1098887924583473,0.8901112075416525,-0.0011246343339835,0.0011259005604104,-0.0345682227530264,0.0092465828382879,0,13.0,-1,0,0.3661755536578993,0.5,2026-06-07 22:00:00,sl,-1.0,0,1.1450460846662383,0.0,0.0,0.0,0,0,0,0.0
H1_FVG_DUAL_BEAR_4328.566_4331.762_2026-06-05_19:00:00_0.618,shadow,2026-06-05 19:00:00,60,19,4,0,-1,4331.762294,4344.108,4315.025,12.345706000000064,25.70414285714287,-1,0.480300240650481,0,10.353000000000064,0.4027755392404805,0,0.8044093084731081,0.1955906915268918,-0.0019718084994216,0.0019757042097748,-0.031639475151985,0.0061941778377735,0,14.0,-1,1,0.3978499987162048,0.5,2026-06-07 23:00:00,sl,-1.0,0,1.3557178504008105,0.0,0.0,0.0,1,0,0,0.0
M15_FVG_DUAL_BEAR_4345.119_4347.447_2026-06-05_15:45:00_0.618,shadow,2026-06-05 15:45:00,15,15,4,0,-1,4347.44705,4356.982,4335.257,9.534950000000208,20.811642857142747,-1,0.4581546043938442,2,6.003000000000611,0.2884443117348771,0,0.8901112075416525,0.1098887924583473,0.0055333398469247,0.0043899384582497,-0.0281331658207203,0.0025640220275939,0,14.0,-1,1,0.3176952557198805,0.5,2026-06-08 01:00:00,tp,1.27846,1,1.2784597716820634,0.0,0.0,0.0,1,0,0,0.0
M15_OB_DUAL_BULL_4315.311_4314.433_2026-06-05_20:45:00_0.5,shadow,2026-06-05 20:45:00,15,20,4,1,1,4315.311,4309.591,4331.052,5.719999999999345,9.60899999999999,1,0.5952752627744148,0,0.0,0.0,1,0.1098887924583473,0.8901112075416525,-0.0018994981645209,0.0019031131244076,-0.0353171431796918,0.0100300998004543,1,6.0,1,1,0.3086222037489118,0.5,2026-06-07 23:00:00,tp,2.751923,1,2.7519230769233896,0.0,0.0,0.0,1,0,0,0.0
M15_OB_DUAL_BULL_4315.311_4314.433_2026-06-05_20:45:00_0.618,shadow,2026-06-05 20:45:00,15,20,4,1,1,4314.43308,4309.591,4331.052,4.8420799999994415,9.60899999999999,1,0.50391091684873,0,0.0,0.0,1,0.1098887924583473,0.8901112075416525,-0.0021025547675262,0.0021069848185015,-0.0355134011953156,0.0102356252098823,1,6.0,1,1,0.2848446000657179,0.5,2026-06-07 23:00:00,tp,3.432186,1,3.4321861679282057,0.0,0.0,0.0,1,0,0,0.0
H4_FVG_DUAL_BEAR_4330.525_4334.489_2026-06-05_20:00:00_0.5,shadow,2026-06-05 20:00:00,240,20,4,0,-1,4330.525,4349.322,4313.728,18.79700000000048,39.510000000000026,-1,0.4757529739306623,0,2.855000000000473,0.0722601872943677,1,1.0,0.0,-0.0116176761589319,0.0117542330317919,-0.0319160708158079,0.0064816621541264,0,14.0,-1,1,0.3071017740151284,0.5,2026-06-07 20:00:00,tp,0.8936,1,0.8936000425599373,0.0,0.0,0.0,1,0,0,0.0
H4_FVG_DUAL_BEAR_4330.525_4334.489_2026-06-05_20:00:00_0.618,shadow,2026-06-05 20:00:00,240,20,4,0,-1,4334.489092,4349.322,4313.728,14.832908000000316,39.510000000000026,-1,0.3754216147810758,0,2.855000000000473,0.0722601872943677,1,1.0,0.0,-0.010712927089736,0.0108289366990523,-0.031029902566229,0.0055611878328377,0,14.0,-1,1,0.2266591792292434,0.5,2026-06-07 20:00:00,tp,1.399664,1,1.3996643139699438,0.0,0.0,0.0,1,0,0,0.0
M15_IC_DUAL_BEAR_4352.882_4354.031_2026-06-05_15:30:00_0.5,shadow,2026-06-05 15:30:00,15,15,4,1,-1,4352.8825,4359.75,4335.257,6.867500000000291,21.255357142857065,-1,0.3230950180626881,2,0.0,0.0,0,0.8901112075416525,0.1098887924583473,0.006790520470222,0.0031357554448114,-0.026918077166831,0.001312119038361,0,14.0,-1,1,0.2737924295327712,0.5,2026-06-08 01:00:00,tp,2.566509,1,2.5665089188204377,0.0,0.0,0.0,1,0,0,0.0
M15_FVG_DUAL_BEAR_4332.386_4334.680_2026-06-05_18:15:00_0.5,shadow,2026-06-05 18:15:00,15,18,4,0,-1,4332.3855,4344.108,4322.663,11.722499999999854,11.857214285714363,-1,0.9886386226588808,0,7.213999999999942,0.6084059734579822,0,0.8901112075416525,0.1098887924583473,0.0020497112942157,0.0020455185716967,-0.0315001581608185,0.0060494385829695,0,14.0,-1,1,0.2531511720711054,0.5,2026-06-07 23:00:00,tp,0.829388,1,0.8293879291960661,0.0,0.0,0.0,1,0,0,0.0
M15_FVG_DUAL_BEAR_4332.386_4334.680_2026-06-05_18:15:00_0.618,shadow,2026-06-05 18:15:00,15,18,4,0,-1,4334.68001,4344.108,4322.663,9.427990000000136,11.857214285714363,-1,0.7951268968259289,0,7.213999999999942,0.6084059734579822,1,0.8901112075416525,0.1098887924583473,0.0025804150100003,0.0025737736059551,-0.030987223064877,0.0055168985818628,0,14.0,-1,1,0.2812586885982621,0.5,2026-06-07 23:45:00,sl,-1.0,0,1.2746099645842124,0.0,0.0,0.0,1,0,0,0.0
M30_OB_DUAL_BEAR_4334.058_4336.647_2026-06-05_18:30:00_0.5,shadow,2026-06-05 18:30:00,30,18,4,1,-1,4334.058,4347.028,4315.025,12.970000000000256,23.50585714285723,-1,0.5517773685586052,0,0.0,0.0,1,0.915293365478296,0.084706634521704,0.002726168668477,0.0027187568786572,-0.0311262726916063,0.0056612071181323,0,14.0,-1,1,0.249650905985463,0.5,2026-06-07 23:30:00,sl,-1.0,0,1.4674633770239,0.0,0.0,0.0,1,0,0,0.0
M30_OB_DUAL_BEAR_4334.058_4336.647_2026-06-05_18:30:00_0.618,shadow,2026-06-05 18:30:00,30,18,4,1,-1,4336.64692,4347.028,4315.025,10.38108000000011,23.50585714285723,-1,0.4416380111947812,0,0.0,0.0,0,0.915293365478296,0.084706634521704,0.0033251403095093,0.003314120394196,-0.0305475225756403,0.0050608408765724,0,14.0,-1,1,0.2303767101261747,0.5,2026-06-07 23:30:00,sl,-1.0,0,2.0828198992783284,0.0,0.0,0.0,1,0,0,0.0
H1_FVG_DUAL_BEAR_4544.197_4545.331_2026-05-31_22:00:00_0.5,shadow,2026-05-31 22:00:00,60,22,6,0,-1,4544.1965,4551.002,4539.391,6.805500000000393,21.39592857142861,1,0.3180745335394428,0,2.5919999999996435,0.1211445435212805,1,1.0,0.0,0.0466885421024381,0.0049245889784916,0.0003681873777661,0.0003680518657148,0,5.0,-1,1,0.4707898304568714,0.5,2026-05-31 23:00:00,tp,0.70612,1,0.7061200499596084,0.0,0.0,0.0,1,0,0,0.0
H1_FVG_DUAL_BEAR_4544.197_4545.331_2026-05-31_22:00:00_0.618,shadow,2026-05-31 22:00:00,60,22,6,0,-1,4545.3305980000005,4551.002,4539.391,5.671401999999944,21.39592857142861,1,0.265069215438181,0,2.5919999999996435,0.1211445435212805,1,1.0,0.0,0.0469497648251399,0.0051728686160576,0.0006178499001876,0.0006174683973999,0,5.0,-1,1,0.4813389125962848,0.5,2026-05-31 23:00:00,tp,1.047289,1,1.0472891888109679,0.0,0.0,0.0,1,0,0,0.0
H1_FVG_DUAL_BEAR_4513.892_4516.485_2026-06-02_14:00:00_0.5,shadow,2026-06-02 14:00:00,60,14,1,0,-1,4513.8925,4526.877,4502.908,12.98450000000048,16.664428571428548,-1,0.7791746320220443,2,6.448999999999614,0.386991967492755,0,1.0,0.0,0.0397084633184611,0.0017558459799385,0.0047293966026695,0.0047071346958307,0,5.0,-1,1,0.447950266461867,0.5,2026-06-04 11:00:00,tp,0.84597,1,0.8459701952327132,0.0,0.0,0.0,1,0,0,0.0
M30_Swapzone_SINGLE_BEAR_4521.317_2026-06-02_12:30:00,shadow,2026-06-02 12:30:00,30,12,1,1,-1,4521.317,4521.817,4520.317,0.5,9.801214285714323,-1,0.051014087175787,0,0.0,0.0,0,0.8051203570367101,0.1948796429632898,0.0458083826050589,0.0037103680188758,0.0063819865580299,0.0036431862663022,-1,5.0,-1,1,0.3718380354145131,0.5,2026-06-02 13:00:00,sl,-1.0,0,2.0,0.0,0.0,0.0,1,0,0,0.0
M15_BPR_DUAL_BEAR_4320.055_4322.109_2026-06-08_01:15:00_0.5,shadow,2026-06-08 01:15:00,15,1,0,0,-1,4320.0545,4330.758,4311.351,10.703499999999622,12.341071428571338,1,0.8673071914339217,0,1.1409999999996217,0.0924555057154959,1,0.9079171876670769,0.0920828123329232,-0.0007448693797168,0.0007454246236939,-0.0119021969345568,0.0119863071171901,0,14.0,-1,1,0.3510160059393791,0.5,2026-06-08 01:30:00,tp,0.813145,1,0.8131452328678319,0.0,0.0,0.0,1,0,0,0.0
M15_BPR_DUAL_BEAR_4320.055_4322.109_2026-06-08_01:15:00_0.618,shadow,2026-06-08 01:15:00,15,1,0,0,-1,4322.108526,4330.758,4311.351,8.649473999999827,12.341071428571338,1,0.7008689683113788,0,1.1409999999996217,0.0924555057154959,0,0.9079171876670769,0.0920828123329232,-0.0002697605543704,0.0002698333447631,-0.0114323930054538,0.0115646041045292,0,14.0,-1,1,0.3226166918417208,0.5,2026-06-08 01:30:00,tp,1.24372,1,1.2437202539715757,0.0,0.0,0.0,1,0,0,0.0
M15_FVG_DUAL_BEAR_4479.565_4481.294_2026-06-04_14:45:00_0.5,shadow,2026-06-04 14:45:00,15,14,3,0,-1,4479.5650000000005,4488.89,4472.24,9.324999999999818,13.57971428571422,-1,0.6866860232699935,2,8.22900000000027,0.6059774032696056,1,0.9079171876670769,0.0920828123329232,0.0361508886513003,8.765918119303175e-05,0.0045575010282019,0.0034217608182932,0,9.0,-1,1,0.3415701387011063,0.5,2026-06-04 22:45:00,tp,0.785523,1,0.7855227882038467,0.0,0.0,0.0,1,0,0,0.0
M15_FVG_DUAL_BEAR_4479.565_4481.294_2026-06-04_14:45:00_0.618,shadow,2026-06-04 14:45:00,15,14,3,0,-1,4481.2937,4488.89,4472.24,7.596300000000156,13.57971428571422,-1,0.559385848639792,2,8.22900000000027,0.6059774032696056,0,0.9079171876670769,0.0920828123329232,0.0365507475753724,0.0004733845050148,0.0049451678110317,0.0030346817036334,0,9.0,-1,1,0.3191990306695398,0.5,2026-06-04 22:45:00,tp,1.191857,1,1.1918565617471932,0.0,0.0,0.0,1,0,0,0.0
M30_BPR_DUAL_BEAR_4556.618_4557.580_2026-05-29_18:00:00_0.5,shadow,2026-05-29 18:00:00,30,18,4,0,-1,4556.6175,4562.697,4552.538,6.079499999999825,18.342214285714363,1,0.3314485320747113,0,0.1500000000005457,0.008177856700615,0,0.8051203570367101,0.1948796429632898,0.0539736049971518,0.0114287078079299,0.0218357900389595,0.0009561551596844,0,2.0,-1,1,0.2718935058093628,0.5,2026-05-29 18:30:00,tp,0.671026,1,0.6710255777614692,0.0,0.0,0.0,1,0,0,0.0
M30_BPR_DUAL_BEAR_4556.618_4557.580_2026-05-29_18:00:00_0.618,shadow,2026-05-29 18:00:00,30,18,4,0,-1,4557.580262,4562.697,4552.538,5.116738000000623,18.342214285714363,1,0.278959667589629,0,0.1500000000005457,0.008177856700615,0,0.8051203570367101,0.1948796429632898,0.0541962977590291,0.0116375376737137,0.022051692442198,0.0011671972905635,0,2.0,-1,1,0.2911598578668197,0.5,2026-05-29 18:30:00,tp,0.985445,1,0.9854446328893777,0.0,0.0,0.0,1,0,0,0.0
H1_FVG_DUAL_BEAR_4475.002_4476.503_2026-06-04_23:00:00_0.5,shadow,2026-06-04 23:00:00,60,23,3,0,-1,4475.002,4483.362,4468.642,8.359999999999673,17.0971428571429,-1,0.4889705882352738,0,0.1940000000004147,0.011346925133714,1,1.0,0.0,0.0307506110894402,0.0027124233687493,0.0035342329481111,0.0035217861355148,0,12.0,-1,1,0.2628448053226923,0.5,2026-06-05 11:00:00,tp,0.760766,1,0.7607655502393339,0.0,0.0,0.0,1,0,0,0.0
M30_FVG_DUAL_BEAR_4472.024_4475.532_2026-06-04_15:00:00_0.5,shadow,2026-06-04 15:00:00,30,15,3,0,-1,4472.0235,4488.89,4457.157,16.866500000000087,16.180214285714296,1,1.042415118994544,2,9.029999999999744,0.5580890240725946,0,0.891162494473969,0.1088375055260309,0.0344064933971263,0.001381030309881,0.0028662943163885,0.0028581021544276,0,8.0,-1,1,0.4219026301714391,0.5,2026-06-05 00:00:00,tp,0.881422,1,0.8814217531793799,0.0,0.0,0.0,1,0,0,0.0
M30_FVG_DUAL_BEAR_4472.024_4475.532_2026-06-04_15:00:00_0.618,shadow,2026-06-04 15:00:00,30,15,3,0,-1,4475.531994,4488.89,4457.157,13.358006000000389,16.180214285714296,1,0.825576581627496,2,9.029999999999744,0.5580890240725946,1,0.891162494473969,0.1088375055260309,0.0352180296011835,0.0021638754930102,0.0036530858832063,0.0036397894198587,0,8.0,-1,1,0.3715210340037493,0.5,2026-06-05 00:00:00,tp,1.375579,1,1.3755791096365173,0.0,0.0,0.0,1,0,0,0.0
M15_FVG_DUAL_BEAR_4557.828_4558.880_2026-05-29_17:45:00_0.5,shadow,2026-05-29 17:45:00,15,17,4,0,-1,4557.8275,4564.287,4553.368,6.459499999999935,12.31058333333332,-1,0.5247111225436061,0,3.302999999999884,0.2683057261028698,0,0.9189810651287048,0.081018934871295,0.0542534854264497,0.0172571636377201,0.0221071363404533,0.0012213786794987,0,6.0,0,0,0.1488548688183321,0.5,2026-05-29 18:00:00,tp,0.690379,1,0.6903785122687484,0.0,0.0,0.0,0,0,0,0.0
M15_FVG_DUAL_BEAR_4557.828_4558.880_2026-05-29_17:45:00_0.618,shadow,2026-05-29 17:45:00,15,17,4,0,-1,4558.8799420000005,4564.287,4553.368,5.407057999999779,12.31058333333332,-1,0.4392202914835975,0,3.302999999999884,0.2683057261028698,0,0.9189810651287048,0.081018934871295,0.0544969217229549,0.0174840351169749,0.0223431497654424,0.0014519521061196,0,6.0,0,0,0.1444016120920672,0.5,2026-05-29 18:45:00,tp,1.019398,1,1.0193976095688848,0.0,0.0,0.0,0,0,0,0.0
H1_Pivot_SINGLE_BULL_4320.000_2026-06-08_01:00:00,shadow,2026-06-08 01:00:00,60,1,0,2,1,4320.0,4318.0,4324.0,2.0,29.976142857142868,-1,0.0667197247334785,0,0.0,0.0,1,0.0,1.0,-0.0049518100983237,0.0049764525462962,-0.0031586640664694,7.646604938250439e-05,0,10.0,-1,0,0.1561641801500465,0.5,2026-06-08 02:00:00,tp,2.0,1,2.0,0.0,0.0,0.0,0,0,0,0.0
M15_Swapzone_SINGLE_BEAR_4491.000_2026-06-04_14:00:00,shadow,2026-06-04 14:00:00,15,14,3,1,-1,4491.0,4491.5,4490.0,0.5,12.899928571428452,-1,0.0387599045398926,2,0.0,0.0,1,0.812719245542112,0.1872807544578879,0.0387958743612358,0.0026336395012247,0.007121838195819,0.0008668448007121,0,7.0,-1,1,0.2202656428950653,0.5,2026-06-04 14:15:00,sl,-1.0,0,2.0,0.0,0.0,0.0,1,0,0,0.0
