timeframe,capital,strategy,max_concurrent,ml_threshold,sizing_config,total_resolved,wins,losses,winrate,final_balance,max_dd_usd,max_dd_pct,blown
H1,100.0,OB,100,0.5,equal,8,4,4,50.0,186.3877259999972,59.650338000001284,59.65033800000128,False
H1,100.0,OB,100,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,OB,100,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,OB,100,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,BB,1,0.0,equal,26,7,19,26.923076923076923,90.0,16.0,15.09433962264151,False
H1,100.0,BB,1,0.5,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,BB,1,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,BB,1,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,BB,1,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,BB,3,0.0,equal,26,7,19,26.923076923076923,90.0,16.0,15.09433962264151,False
H1,100.0,BB,3,0.5,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,BB,3,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,BB,3,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,BB,3,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,BB,5,0.0,equal,26,7,19,26.923076923076923,90.0,16.0,15.09433962264151,False
H1,100.0,BB,5,0.5,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,BB,5,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,BB,5,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,BB,5,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,BB,100,0.0,equal,26,7,19,26.923076923076923,90.0,16.0,15.09433962264151,False
H1,100.0,BB,100,0.5,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,BB,100,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,BB,100,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,BB,100,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,Swapzone,1,0.0,equal,199,91,108,45.7286432160804,1080.575920000003,193.97538199999872,40.30941356945979,False
H1,100.0,Swapzone,1,0.5,equal,7,0,7,0.0,0.0,130.2734100000007,130.2734100000007,True
H1,100.0,Swapzone,1,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,Swapzone,1,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,Swapzone,1,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,Swapzone,3,0.0,equal,217,97,120,44.70046082949309,1119.0520140000008,193.97538199999872,40.30941356945979,False
H1,100.0,Swapzone,3,0.5,equal,7,0,7,0.0,0.0,130.2734100000007,130.2734100000007,True
H1,100.0,Swapzone,3,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,Swapzone,3,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,Swapzone,3,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,Swapzone,5,0.0,equal,217,97,120,44.70046082949309,1119.0520140000008,193.97538199999872,40.30941356945979,False
H1,100.0,Swapzone,5,0.5,equal,7,0,7,0.0,0.0,130.2734100000007,130.2734100000007,True
H1,100.0,Swapzone,5,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,Swapzone,5,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,Swapzone,5,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,Swapzone,100,0.0,equal,217,97,120,44.70046082949309,1119.0520140000008,193.97538199999872,40.30941356945979,False
H1,100.0,Swapzone,100,0.5,equal,7,0,7,0.0,0.0,130.2734100000007,130.2734100000007,True
H1,100.0,Swapzone,100,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,Swapzone,100,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,Swapzone,100,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,BPR,1,0.0,equal,189,91,98,48.148148148148145,249.94678200001272,245.89677400000073,85.8174190968471,False
H1,100.0,BPR,1,0.5,equal,90,51,39,56.666666666666664,485.4165900000098,105.3013579999988,47.53647860540452,False
H1,100.0,BPR,1,0.7,equal,13,8,5,61.53846153846154,220.76501400000143,81.02556399999958,37.90799999999945,False
H1,100.0,BPR,1,0.8,equal,1,1,0,100.0,191.11300000000028,0.0,0.0,False
H1,100.0,BPR,1,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,BPR,3,0.0,equal,199,95,104,47.73869346733669,230.00093600001128,268.0081600000012,85.8174190968471,False
H1,100.0,BPR,3,0.5,equal,93,54,39,58.06451612903226,529.1470340000087,105.3013579999988,47.53647860540452,False
H1,100.0,BPR,3,0.7,equal,13,8,5,61.53846153846154,220.76501400000143,81.02556399999958,37.90799999999945,False
H1,100.0,BPR,3,0.8,equal,1,1,0,100.0,191.11300000000028,0.0,0.0,False
H1,100.0,BPR,3,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,BPR,5,0.0,equal,199,95,104,47.73869346733669,230.00093600001128,268.0081600000012,85.8174190968471,False
H1,100.0,BPR,5,0.5,equal,93,54,39,58.06451612903226,529.1470340000087,105.3013579999988,47.53647860540452,False
H1,100.0,BPR,5,0.7,equal,13,8,5,61.53846153846154,220.76501400000143,81.02556399999958,37.90799999999945,False
H1,100.0,BPR,5,0.8,equal,1,1,0,100.0,191.11300000000028,0.0,0.0,False
H1,100.0,BPR,5,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,BPR,100,0.0,equal,199,95,104,47.73869346733669,230.00093600001128,268.0081600000012,85.8174190968471,False
H1,100.0,BPR,100,0.5,equal,93,54,39,58.06451612903226,529.1470340000087,105.3013579999988,47.53647860540452,False
H1,100.0,BPR,100,0.7,equal,13,8,5,61.53846153846154,220.76501400000143,81.02556399999958,37.90799999999945,False
H1,100.0,BPR,100,0.8,equal,1,1,0,100.0,191.11300000000028,0.0,0.0,False
H1,100.0,BPR,100,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,IC,1,0.0,equal,349,131,218,37.53581661891118,546.6248139999907,271.741971999998,62.701589431069806,False
H1,100.0,IC,1,0.5,equal,31,15,16,48.38709677419355,357.1220179999991,111.3938960000014,34.80138927260739,False
H1,100.0,IC,1,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,IC,1,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,IC,1,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,IC,3,0.0,equal,417,165,252,39.568345323741006,783.9051499999878,312.8771460000007,62.322624205752334,False
H1,100.0,IC,3,0.5,equal,31,15,16,48.38709677419355,357.1220179999991,111.3938960000014,34.80138927260739,False
H1,100.0,IC,3,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,IC,3,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,IC,3,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,IC,5,0.0,equal,417,165,252,39.568345323741006,783.9051499999878,312.8771460000007,62.322624205752334,False
H1,100.0,IC,5,0.5,equal,31,15,16,48.38709677419355,357.1220179999991,111.3938960000014,34.80138927260739,False
H1,100.0,IC,5,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,IC,5,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,IC,5,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,IC,100,0.0,equal,417,165,252,39.568345323741006,783.9051499999878,312.8771460000007,62.322624205752334,False
H1,100.0,IC,100,0.5,equal,31,15,16,48.38709677419355,357.1220179999991,111.3938960000014,34.80138927260739,False
H1,100.0,IC,100,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,IC,100,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,IC,100,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
H1,100.0,COMBINED,1,0.0,equal,859,402,457,46.79860302677532,3025.746415999999,319.99645799999325,30.22810953437735,False
H1,100.0,COMBINED,1,0.5,equal,280,166,114,59.285714285714285,2829.7950720000017,198.1239940000005,97.78808430814479,False
H1,100.0,COMBINED,1,0.7,equal,74,51,23,68.91891891891892,1958.448676000001,218.30319800000052,70.88269400000081,False
H1,100.0,COMBINED,1,0.8,equal,20,16,4,80.0,990.2316279999995,134.10734799999955,39.60369400000036,False
H1,100.0,COMBINED,1,0.85,equal,8,6,2,75.0,335.0283019999997,134.10734799999955,42.28064259448698,False
H1,100.0,COMBINED,3,0.0,equal,1298,614,684,47.303543913713405,4876.014565999995,547.521687999998,24.68074041570341,False
H1,100.0,COMBINED,3,0.5,equal,358,217,141,60.614525139664806,3681.7467400000014,217.1643840000006,82.73885571457859,False
H1,100.0,COMBINED,3,0.7,equal,85,59,26,69.41176470588235,2310.333075999999,218.30319800000052,70.88269400000081,False
H1,100.0,COMBINED,3,0.8,equal,21,17,4,80.95238095238095,1025.2316279999995,134.10734799999955,39.60369400000036,False
H1,100.0,COMBINED,3,0.85,equal,8,6,2,75.0,335.0283019999997,134.10734799999955,42.28064259448698,False
H1,100.0,COMBINED,5,0.0,equal,1322,625,697,47.276853252647506,5075.439971999992,547.521687999998,24.0215646964891,False
H1,100.0,COMBINED,5,0.5,equal,358,217,141,60.614525139664806,3681.7467400000014,217.1643840000006,82.73885571457859,False
H1,100.0,COMBINED,5,0.7,equal,85,59,26,69.41176470588235,2310.333075999999,218.30319800000052,70.88269400000081,False
H1,100.0,COMBINED,5,0.8,equal,21,17,4,80.95238095238095,1025.2316279999995,134.10734799999955,39.60369400000036,False
H1,100.0,COMBINED,5,0.85,equal,8,6,2,75.0,335.0283019999997,134.10734799999955,42.28064259448698,False
H1,100.0,COMBINED,100,0.0,equal,1322,625,697,47.276853252647506,5075.439971999992,547.521687999998,24.0215646964891,False
H1,100.0,COMBINED,100,0.5,equal,358,217,141,60.614525139664806,3681.7467400000014,217.1643840000006,82.73885571457859,False
H1,100.0,COMBINED,100,0.7,equal,85,59,26,69.41176470588235,2310.333075999999,218.30319800000052,70.88269400000081,False
H1,100.0,COMBINED,100,0.8,equal,21,17,4,80.95238095238095,1025.2316279999995,134.10734799999955,39.60369400000036,False
H1,100.0,COMBINED,100,0.85,equal,8,6,2,75.0,335.0283019999997,134.10734799999955,42.28064259448698,False
H1,50.0,FVG,1,0.0,weighted,325,199,126,61.23076923076923,3642.0589599999994,367.75210000000334,91.66506554800202,False
H1,50.0,FVG,1,0.5,weighted,16,8,8,50.0,0.0,170.9442079999999,105.44487810072847,True
H1,50.0,FVG,1,0.7,weighted,3,0,3,0.0,0.0,88.30288800000108,176.60577600000215,True
H1,50.0,FVG,1,0.8,weighted,2,0,2,0.0,0.0,57.023888000000625,114.04777600000125,True
H1,50.0,FVG,1,0.85,weighted,8,6,2,75.0,430.7261039999994,192.4576959999995,49.70022190229408,False
H1,50.0,FVG,3,0.0,weighted,368,232,136,63.04347826086957,4634.697291999996,427.00736000000325,82.24176069655155,False
H1,50.0,FVG,3,0.5,weighted,18,9,9,50.0,0.0,170.9442079999999,107.2337932977316,True
H1,50.0,FVG,3,0.7,weighted,3,0,3,0.0,0.0,88.30288800000108,176.60577600000215,True
H1,50.0,FVG,3,0.8,weighted,2,0,2,0.0,0.0,57.023888000000625,114.04777600000125,True
H1,50.0,FVG,3,0.85,weighted,8,6,2,75.0,430.7261039999994,192.4576959999995,49.70022190229408,False
H1,50.0,FVG,5,0.0,weighted,368,232,136,63.04347826086957,4634.697291999996,427.00736000000325,82.24176069655155,False
H1,50.0,FVG,5,0.5,weighted,18,9,9,50.0,0.0,170.9442079999999,107.2337932977316,True
H1,50.0,FVG,5,0.7,weighted,3,0,3,0.0,0.0,88.30288800000108,176.60577600000215,True
H1,50.0,FVG,5,0.8,weighted,2,0,2,0.0,0.0,57.023888000000625,114.04777600000125,True
H1,50.0,FVG,5,0.85,weighted,8,6,2,75.0,430.7261039999994,192.4576959999995,49.70022190229408,False
H1,50.0,FVG,100,0.0,weighted,368,232,136,63.04347826086957,4634.697291999996,427.00736000000325,82.24176069655155,False
H1,50.0,FVG,100,0.5,weighted,18,9,9,50.0,0.0,170.9442079999999,107.2337932977316,True
H1,50.0,FVG,100,0.7,weighted,3,0,3,0.0,0.0,88.30288800000108,176.60577600000215,True
H1,50.0,FVG,100,0.8,weighted,2,0,2,0.0,0.0,57.023888000000625,114.04777600000125,True
H1,50.0,FVG,100,0.85,weighted,8,6,2,75.0,430.7261039999994,192.4576959999995,49.70022190229408,False
H1,50.0,OB,1,0.0,weighted,87,27,60,31.03448275862069,260.0154879999973,265.0312560000002,52.45828267008662,False
H1,50.0,OB,1,0.5,weighted,2,0,2,0.0,0.0,56.19217600000138,112.38435200000276,True
H1,50.0,OB,1,0.7,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,OB,1,0.8,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,OB,1,0.85,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,OB,3,0.0,weighted,95,29,66,30.526315789473685,252.5099519999967,225.15343200000189,67.06636494802089,False
H1,50.0,OB,3,0.5,weighted,2,0,2,0.0,0.0,56.19217600000138,112.38435200000276,True
H1,50.0,OB,3,0.7,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,OB,3,0.8,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,OB,3,0.85,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,OB,5,0.0,weighted,95,29,66,30.526315789473685,252.5099519999967,225.15343200000189,67.06636494802089,False
H1,50.0,OB,5,0.5,weighted,2,0,2,0.0,0.0,56.19217600000138,112.38435200000276,True
H1,50.0,OB,5,0.7,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,OB,5,0.8,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,OB,5,0.85,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,OB,100,0.0,weighted,95,29,66,30.526315789473685,252.5099519999967,225.15343200000189,67.06636494802089,False
H1,50.0,OB,100,0.5,weighted,2,0,2,0.0,0.0,56.19217600000138,112.38435200000276,True
H1,50.0,OB,100,0.7,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,OB,100,0.8,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,OB,100,0.85,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,BB,1,0.0,weighted,26,7,19,26.923076923076923,40.0,16.0,28.57142857142857,False
H1,50.0,BB,1,0.5,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,BB,1,0.7,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,BB,1,0.8,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,BB,1,0.85,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,BB,3,0.0,weighted,26,7,19,26.923076923076923,40.0,16.0,28.57142857142857,False
H1,50.0,BB,3,0.5,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,BB,3,0.7,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,BB,3,0.8,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,BB,3,0.85,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,BB,5,0.0,weighted,26,7,19,26.923076923076923,40.0,16.0,28.57142857142857,False
H1,50.0,BB,5,0.5,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,BB,5,0.7,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,BB,5,0.8,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,BB,5,0.85,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,BB,100,0.0,weighted,26,7,19,26.923076923076923,40.0,16.0,28.57142857142857,False
H1,50.0,BB,100,0.5,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,BB,100,0.7,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,BB,100,0.8,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,BB,100,0.85,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,Swapzone,1,0.0,weighted,199,91,108,45.7286432160804,1471.226840000004,279.32526399999824,72.39123902188838,False
H1,50.0,Swapzone,1,0.5,weighted,2,0,2,0.0,0.0,53.72484800000166,107.44969600000331,True
H1,50.0,Swapzone,1,0.7,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,Swapzone,1,0.8,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,Swapzone,1,0.85,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,Swapzone,3,0.0,weighted,217,97,120,44.70046082949309,1522.0640280000016,279.32526399999824,72.39123902188838,False
H1,50.0,Swapzone,3,0.5,weighted,2,0,2,0.0,0.0,53.72484800000166,107.44969600000331,True
H1,50.0,Swapzone,3,0.7,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,Swapzone,3,0.8,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,Swapzone,3,0.85,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,Swapzone,5,0.0,weighted,217,97,120,44.70046082949309,1522.0640280000016,279.32526399999824,72.39123902188838,False
H1,50.0,Swapzone,5,0.5,weighted,2,0,2,0.0,0.0,53.72484800000166,107.44969600000331,True
H1,50.0,Swapzone,5,0.7,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,Swapzone,5,0.8,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,Swapzone,5,0.85,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,Swapzone,100,0.0,weighted,217,97,120,44.70046082949309,1522.0640280000016,279.32526399999824,72.39123902188838,False
H1,50.0,Swapzone,100,0.5,weighted,2,0,2,0.0,0.0,53.72484800000166,107.44969600000331,True
H1,50.0,Swapzone,100,0.7,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,Swapzone,100,0.8,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,Swapzone,100,0.85,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,BPR,1,0.0,weighted,23,9,14,39.130434782608695,0.0,148.07596800000192,128.3555808529062,True
H1,50.0,BPR,1,0.5,weighted,90,51,39,56.666666666666664,525.4171800000131,154.8448559999988,96.32242641943844,False
H1,50.0,BPR,1,0.7,weighted,13,8,5,61.53846153846154,171.0565280000019,106.67212799999925,75.8159999999989,False
H1,50.0,BPR,1,0.8,weighted,1,1,0,100.0,141.11300000000028,0.0,0.0,False
H1,50.0,BPR,1,0.85,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,BPR,3,0.0,weighted,23,9,14,39.130434782608695,0.0,148.07596800000192,128.3555808529062,True
H1,50.0,BPR,3,0.5,weighted,93,54,39,58.06451612903226,598.1985680000116,154.8448559999988,96.32242641943844,False
H1,50.0,BPR,3,0.7,weighted,13,8,5,61.53846153846154,171.0565280000019,106.67212799999925,75.8159999999989,False
H1,50.0,BPR,3,0.8,weighted,1,1,0,100.0,141.11300000000028,0.0,0.0,False
H1,50.0,BPR,3,0.85,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,BPR,5,0.0,weighted,23,9,14,39.130434782608695,0.0,148.07596800000192,128.3555808529062,True
H1,50.0,BPR,5,0.5,weighted,93,54,39,58.06451612903226,598.1985680000116,154.8448559999988,96.32242641943844,False
H1,50.0,BPR,5,0.7,weighted,13,8,5,61.53846153846154,171.0565280000019,106.67212799999925,75.8159999999989,False
H1,50.0,BPR,5,0.8,weighted,1,1,0,100.0,141.11300000000028,0.0,0.0,False
H1,50.0,BPR,5,0.85,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,BPR,100,0.0,weighted,23,9,14,39.130434782608695,0.0,148.07596800000192,128.3555808529062,True
H1,50.0,BPR,100,0.5,weighted,93,54,39,58.06451612903226,598.1985680000116,154.8448559999988,96.32242641943844,False
H1,50.0,BPR,100,0.7,weighted,13,8,5,61.53846153846154,171.0565280000019,106.67212799999925,75.8159999999989,False
H1,50.0,BPR,100,0.8,weighted,1,1,0,100.0,141.11300000000028,0.0,0.0,False
H1,50.0,BPR,100,0.85,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,IC,1,0.0,weighted,349,131,218,37.53581661891118,649.0856279999898,403.8865360000027,77.86327798051579,False
H1,50.0,IC,1,0.5,weighted,31,15,16,48.38709677419355,382.7115359999989,149.05879200000163,42.98327351729578,False
H1,50.0,IC,1,0.7,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,IC,1,0.8,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,IC,1,0.85,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,IC,3,0.0,weighted,417,165,252,39.568345323741006,1032.1767999999847,457.5427920000002,73.47347998036942,False
H1,50.0,IC,3,0.5,weighted,31,15,16,48.38709677419355,382.7115359999989,149.05879200000163,42.98327351729578,False
H1,50.0,IC,3,0.7,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,IC,3,0.8,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,IC,3,0.85,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,IC,5,0.0,weighted,417,165,252,39.568345323741006,1032.1767999999847,457.5427920000002,73.47347998036942,False
H1,50.0,IC,5,0.5,weighted,31,15,16,48.38709677419355,382.7115359999989,149.05879200000163,42.98327351729578,False
H1,50.0,IC,5,0.7,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,IC,5,0.8,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,IC,5,0.85,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,IC,100,0.0,weighted,417,165,252,39.568345323741006,1032.1767999999847,457.5427920000002,73.47347998036942,False
H1,50.0,IC,100,0.5,weighted,31,15,16,48.38709677419355,382.7115359999989,149.05879200000163,42.98327351729578,False
H1,50.0,IC,100,0.7,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,IC,100,0.8,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,IC,100,0.85,weighted,0,0,0,0.0,50.0,0.0,0.0,False
H1,50.0,COMBINED,1,0.0,weighted,859,402,457,46.79860302677532,4323.199832000003,480.53221599999415,32.789671655911604,False
H1,50.0,COMBINED,1,0.5,weighted,14,6,8,42.857142857142854,0.0,146.02768000000015,124.12757406240577,True
H1,50.0,COMBINED,1,0.7,weighted,3,0,3,0.0,0.0,88.30288800000108,176.60577600000215,True
H1,50.0,COMBINED,1,0.8,weighted,2,0,2,0.0,0.0,57.023888000000625,114.04777600000125,True
H1,50.0,COMBINED,1,0.85,weighted,8,6,2,75.0,430.7261039999994,192.4576959999995,49.70022190229408,False
H1,50.0,COMBINED,3,0.0,weighted,1298,614,684,47.303543913713405,7118.347632000003,799.409875999997,26.75728041088119,False
H1,50.0,COMBINED,3,0.5,weighted,18,9,9,50.0,0.0,146.02768000000015,104.34332954929575,True
H1,50.0,COMBINED,3,0.7,weighted,3,0,3,0.0,0.0,88.30288800000108,176.60577600000215,True
H1,50.0,COMBINED,3,0.8,weighted,2,0,2,0.0,0.0,57.023888000000625,114.04777600000125,True
H1,50.0,COMBINED,3,0.85,weighted,8,6,2,75.0,430.7261039999994,192.4576959999995,49.70022190229408,False
H1,50.0,COMBINED,5,0.0,weighted,1322,625,697,47.276853252647506,7439.625943999998,799.409875999997,25.659518259245406,False
H1,50.0,COMBINED,5,0.5,weighted,18,9,9,50.0,0.0,146.02768000000015,104.34332954929575,True
H1,50.0,COMBINED,5,0.7,weighted,3,0,3,0.0,0.0,88.30288800000108,176.60577600000215,True
H1,50.0,COMBINED,5,0.8,weighted,2,0,2,0.0,0.0,57.023888000000625,114.04777600000125,True
H1,50.0,COMBINED,5,0.85,weighted,8,6,2,75.0,430.7261039999994,192.4576959999995,49.70022190229408,False
H1,50.0,COMBINED,100,0.0,weighted,1322,625,697,47.276853252647506,7439.625943999998,799.409875999997,25.659518259245406,False
H1,50.0,COMBINED,100,0.5,weighted,18,9,9,50.0,0.0,146.02768000000015,104.34332954929575,True
H1,50.0,COMBINED,100,0.7,weighted,3,0,3,0.0,0.0,88.30288800000108,176.60577600000215,True
H1,50.0,COMBINED,100,0.8,weighted,2,0,2,0.0,0.0,57.023888000000625,114.04777600000125,True
H1,50.0,COMBINED,100,0.85,weighted,8,6,2,75.0,430.7261039999994,192.4576959999995,49.70022190229408,False
H1,100.0,FVG,1,0.0,weighted,325,199,126,61.23076923076923,3692.0589599999994,367.75210000000334,77.84408359746594,False
H1,100.0,FVG,1,0.5,weighted,18,8,10,44.44444444444444,0.0,227.96809600000051,107.47274307806138,True
H1,100.0,FVG,1,0.7,weighted,65,44,21,67.6923076923077,2642.0927079999965,371.14696399999866,88.30288800000108,False
H1,100.0,FVG,1,0.8,weighted,19,15,4,78.94736842105263,1316.7067559999978,192.4576959999995,57.023888000000625,False
H1,100.0,FVG,1,0.85,weighted,8,6,2,75.0,480.7261039999994,192.4576959999995,44.01678122937665,False
H1,100.0,FVG,3,0.0,weighted,368,232,136,63.04347826086957,4684.697291999996,427.00736000000325,69.79099893871631,False
H1,100.0,FVG,3,0.5,weighted,20,9,11,45.0,0.0,227.96809600000051,108.86072066294037,True
H1,100.0,FVG,3,0.7,weighted,72,51,21,70.83333333333334,3250.8576239999957,371.14696399999866,88.30288800000108,False
H1,100.0,FVG,3,0.8,weighted,20,16,4,80.0,1351.7067559999978,192.4576959999995,57.023888000000625,False
H1,100.0,FVG,3,0.85,weighted,8,6,2,75.0,480.7261039999994,192.4576959999995,44.01678122937665,False
H1,100.0,FVG,5,0.0,weighted,368,232,136,63.04347826086957,4684.697291999996,427.00736000000325,69.79099893871631,False
H1,100.0,FVG,5,0.5,weighted,20,9,11,45.0,0.0,227.96809600000051,108.86072066294037,True
H1,100.0,FVG,5,0.7,weighted,72,51,21,70.83333333333334,3250.8576239999957,371.14696399999866,88.30288800000108,False
H1,100.0,FVG,5,0.8,weighted,20,16,4,80.0,1351.7067559999978,192.4576959999995,57.023888000000625,False
H1,100.0,FVG,5,0.85,weighted,8,6,2,75.0,480.7261039999994,192.4576959999995,44.01678122937665,False
H1,100.0,FVG,100,0.0,weighted,368,232,136,63.04347826086957,4684.697291999996,427.00736000000325,69.79099893871631,False
H1,100.0,FVG,100,0.5,weighted,20,9,11,45.0,0.0,227.96809600000051,108.86072066294037,True
H1,100.0,FVG,100,0.7,weighted,72,51,21,70.83333333333334,3250.8576239999957,371.14696399999866,88.30288800000108,False
H1,100.0,FVG,100,0.8,weighted,20,16,4,80.0,1351.7067559999978,192.4576959999995,57.023888000000625,False
H1,100.0,FVG,100,0.85,weighted,8,6,2,75.0,480.7261039999994,192.4576959999995,44.01678122937665,False
H1,100.0,OB,1,0.0,weighted,87,27,60,31.03448275862069,310.0154879999973,265.0312560000002,46.08864562147688,False
