timeframe,capital,strategy,max_concurrent,ml_threshold,sizing_config,total_resolved,wins,losses,winrate,final_balance,max_dd_usd,max_dd_pct,blown
M30,50.0,FVG,5,0.7,equal,63,39,24,61.904761904761905,1555.0987900000036,194.24836999999843,62.5580000000009,False
M30,50.0,FVG,5,0.8,equal,4,2,2,50.0,0.0,111.494631999999,132.4135087948634,True
M30,50.0,FVG,5,0.85,equal,1,0,1,0.0,0.0,62.93799999999919,125.87599999999838,True
M30,50.0,FVG,100,0.0,equal,774,482,292,62.273901808785524,3108.2188760000163,492.90366600000107,31.310799630648372,False
M30,50.0,FVG,100,0.5,equal,273,177,96,64.83516483516483,2591.563510000009,465.62703599999986,36.00877209671064,False
M30,50.0,FVG,100,0.7,equal,63,39,24,61.904761904761905,1555.0987900000036,194.24836999999843,62.5580000000009,False
M30,50.0,FVG,100,0.8,equal,4,2,2,50.0,0.0,111.494631999999,132.4135087948634,True
M30,50.0,FVG,100,0.85,equal,1,0,1,0.0,0.0,62.93799999999919,125.87599999999838,True
M30,50.0,OB,1,0.0,equal,212,70,142,33.0188679245283,951.2584960000058,225.45026600000165,48.177069056963504,False
M30,50.0,OB,1,0.5,equal,11,5,6,45.45454545454545,128.25436600000103,74.66332399999919,58.873329758510074,False
M30,50.0,OB,1,0.7,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,OB,1,0.8,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,OB,1,0.85,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,OB,3,0.0,equal,230,80,150,34.78260869565217,1105.811580000005,225.45026600000165,48.177069056963504,False
M30,50.0,OB,3,0.5,equal,11,5,6,45.45454545454545,128.25436600000103,74.66332399999919,58.873329758510074,False
M30,50.0,OB,3,0.7,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,OB,3,0.8,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,OB,3,0.85,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,OB,5,0.0,equal,230,80,150,34.78260869565217,1105.811580000005,225.45026600000165,48.177069056963504,False
M30,50.0,OB,5,0.5,equal,11,5,6,45.45454545454545,128.25436600000103,74.66332399999919,58.873329758510074,False
M30,50.0,OB,5,0.7,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,OB,5,0.8,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,OB,5,0.85,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,OB,100,0.0,equal,230,80,150,34.78260869565217,1105.811580000005,225.45026600000165,48.177069056963504,False
M30,50.0,OB,100,0.5,equal,11,5,6,45.45454545454545,128.25436600000103,74.66332399999919,58.873329758510074,False
M30,50.0,OB,100,0.7,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,OB,100,0.8,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,OB,100,0.85,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,BB,1,0.0,equal,45,8,37,17.77777777777778,8.0,46.0,85.18518518518519,False
M30,50.0,BB,1,0.5,equal,1,0,1,0.0,48.0,2.0,4.0,False
M30,50.0,BB,1,0.7,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,BB,1,0.8,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,BB,1,0.85,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,BB,3,0.0,equal,45,8,37,17.77777777777778,8.0,46.0,85.18518518518519,False
M30,50.0,BB,3,0.5,equal,1,0,1,0.0,48.0,2.0,4.0,False
M30,50.0,BB,3,0.7,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,BB,3,0.8,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,BB,3,0.85,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,BB,5,0.0,equal,45,8,37,17.77777777777778,8.0,46.0,85.18518518518519,False
M30,50.0,BB,5,0.5,equal,1,0,1,0.0,48.0,2.0,4.0,False
M30,50.0,BB,5,0.7,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,BB,5,0.8,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,BB,5,0.85,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,BB,100,0.0,equal,45,8,37,17.77777777777778,8.0,46.0,85.18518518518519,False
M30,50.0,BB,100,0.5,equal,1,0,1,0.0,48.0,2.0,4.0,False
M30,50.0,BB,100,0.7,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,BB,100,0.8,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,BB,100,0.85,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,Swapzone,1,0.0,equal,471,165,306,35.03184713375796,567.8586640000167,428.1330279999993,49.304819627942564,False
M30,50.0,Swapzone,1,0.5,equal,10,2,8,20.0,0.0,127.75802199999907,101.86042462868747,True
M30,50.0,Swapzone,1,0.7,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,Swapzone,1,0.8,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,Swapzone,1,0.85,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,Swapzone,3,0.0,equal,491,167,324,34.0122199592668,429.4968840000147,503.07539599999564,60.16198862941777,False
M30,50.0,Swapzone,3,0.5,equal,10,2,8,20.0,0.0,127.75802199999907,101.86042462868747,True
M30,50.0,Swapzone,3,0.7,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,Swapzone,3,0.8,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,Swapzone,3,0.85,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,Swapzone,5,0.0,equal,491,167,324,34.0122199592668,429.4968840000147,503.07539599999564,60.16198862941777,False
M30,50.0,Swapzone,5,0.5,equal,10,2,8,20.0,0.0,127.75802199999907,101.86042462868747,True
M30,50.0,Swapzone,5,0.7,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,Swapzone,5,0.8,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,Swapzone,5,0.85,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,Swapzone,100,0.0,equal,491,167,324,34.0122199592668,429.4968840000147,503.07539599999564,60.16198862941777,False
M30,50.0,Swapzone,100,0.5,equal,10,2,8,20.0,0.0,127.75802199999907,101.86042462868747,True
M30,50.0,Swapzone,100,0.7,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,Swapzone,100,0.8,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,Swapzone,100,0.85,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,BPR,1,0.0,equal,465,227,238,48.817204301075265,125.06371200000194,400.37184000000434,78.0096552506198,False
M30,50.0,BPR,1,0.5,equal,19,8,11,42.10526315789473,0.0,120.00393799999983,220.1086941768553,True
M30,50.0,BPR,1,0.7,equal,24,15,9,62.5,291.269628,73.32664600000044,86.39165616126876,False
M30,50.0,BPR,1,0.8,equal,2,2,0,100.0,186.09861200000068,0.0,0.0,False
M30,50.0,BPR,1,0.85,equal,2,2,0,100.0,186.09861200000068,0.0,0.0,False
M30,50.0,BPR,3,0.0,equal,494,242,252,48.987854251012145,83.10291600000255,436.28669600000467,86.02074624198332,False
M30,50.0,BPR,3,0.5,equal,19,8,11,42.10526315789473,0.0,120.00393799999983,220.1086941768553,True
M30,50.0,BPR,3,0.7,equal,11,4,7,36.36363636363637,0.0,92.93614600000001,109.49508818643396,True
M30,50.0,BPR,3,0.8,equal,2,2,0,100.0,186.09861200000068,0.0,0.0,False
M30,50.0,BPR,3,0.85,equal,2,2,0,100.0,186.09861200000068,0.0,0.0,False
M30,50.0,BPR,5,0.0,equal,494,242,252,48.987854251012145,83.10291600000255,436.28669600000467,86.02074624198332,False
M30,50.0,BPR,5,0.5,equal,19,8,11,42.10526315789473,0.0,120.00393799999983,220.1086941768553,True
M30,50.0,BPR,5,0.7,equal,11,4,7,36.36363636363637,0.0,92.93614600000001,109.49508818643396,True
M30,50.0,BPR,5,0.8,equal,2,2,0,100.0,186.09861200000068,0.0,0.0,False
M30,50.0,BPR,5,0.85,equal,2,2,0,100.0,186.09861200000068,0.0,0.0,False
M30,50.0,BPR,100,0.0,equal,494,242,252,48.987854251012145,83.10291600000255,436.28669600000467,86.02074624198332,False
M30,50.0,BPR,100,0.5,equal,19,8,11,42.10526315789473,0.0,120.00393799999983,220.1086941768553,True
M30,50.0,BPR,100,0.7,equal,11,4,7,36.36363636363637,0.0,92.93614600000001,109.49508818643396,True
M30,50.0,BPR,100,0.8,equal,2,2,0,100.0,186.09861200000068,0.0,0.0,False
M30,50.0,BPR,100,0.85,equal,2,2,0,100.0,186.09861200000068,0.0,0.0,False
M30,50.0,IC,1,0.0,equal,202,70,132,34.65346534653465,0.0,453.8141900000028,104.82485448660937,True
M30,50.0,IC,1,0.5,equal,5,0,5,0.0,0.0,106.29616600000008,212.59233200000017,True
M30,50.0,IC,1,0.7,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,IC,1,0.8,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,IC,1,0.85,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,IC,3,0.0,equal,238,90,148,37.81512605042017,0.0,468.3414240000029,104.5979435803974,True
M30,50.0,IC,3,0.5,equal,5,0,5,0.0,0.0,106.29616600000008,212.59233200000017,True
M30,50.0,IC,3,0.7,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,IC,3,0.8,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,IC,3,0.85,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,IC,5,0.0,equal,238,90,148,37.81512605042017,0.0,468.3414240000029,104.5979435803974,True
M30,50.0,IC,5,0.5,equal,5,0,5,0.0,0.0,106.29616600000008,212.59233200000017,True
M30,50.0,IC,5,0.7,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,IC,5,0.8,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,IC,5,0.85,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,IC,100,0.0,equal,238,90,148,37.81512605042017,0.0,468.3414240000029,104.5979435803974,True
M30,50.0,IC,100,0.5,equal,5,0,5,0.0,0.0,106.29616600000008,212.59233200000017,True
M30,50.0,IC,100,0.7,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,IC,100,0.8,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,IC,100,0.85,equal,0,0,0,0.0,50.0,0.0,0.0,False
M30,50.0,COMBINED,1,0.0,equal,1932,849,1083,43.94409937888199,3023.0579780000407,689.2401419999951,49.63391238107376,False
M30,50.0,COMBINED,1,0.5,equal,115,55,60,47.82608695652174,0.0,356.94480999999723,101.14447795542402,True
M30,50.0,COMBINED,1,0.7,equal,76,46,30,60.526315789473685,1440.5904000000028,222.38581799999884,92.91100000000006,False
M30,50.0,COMBINED,1,0.8,equal,4,2,2,50.0,0.0,111.494631999999,132.4135087948634,True
M30,50.0,COMBINED,1,0.85,equal,1,0,1,0.0,0.0,62.93799999999919,125.87599999999838,True
M30,50.0,COMBINED,3,0.0,equal,2778,1282,1496,46.14830813534917,5173.152564000046,660.9271760000001,42.91840716899081,False
M30,50.0,COMBINED,3,0.5,equal,458,256,202,55.895196506550214,2317.7459780000136,495.23866800000087,89.16193582725468,False
M30,50.0,COMBINED,3,0.7,equal,88,54,34,61.36363636363637,1776.758918000004,222.38581799999884,92.91100000000006,False
M30,50.0,COMBINED,3,0.8,equal,4,2,2,50.0,0.0,111.494631999999,132.4135087948634,True
M30,50.0,COMBINED,3,0.85,equal,1,0,1,0.0,0.0,62.93799999999919,125.87599999999838,True
M30,50.0,COMBINED,5,0.0,equal,2822,1297,1525,45.960311835577606,5283.954982000047,660.9271760000001,42.54072330527006,False
M30,50.0,COMBINED,5,0.5,equal,460,258,202,56.086956521739125,2542.277272000013,495.23866800000087,89.16193582725468,False
M30,50.0,COMBINED,5,0.7,equal,88,54,34,61.36363636363637,1776.758918000004,222.38581799999884,92.91100000000006,False
M30,50.0,COMBINED,5,0.8,equal,4,2,2,50.0,0.0,111.494631999999,132.4135087948634,True
M30,50.0,COMBINED,5,0.85,equal,1,0,1,0.0,0.0,62.93799999999919,125.87599999999838,True
M30,50.0,COMBINED,100,0.0,equal,2826,1301,1525,46.03680113234254,5309.640662000047,660.9271760000001,42.54072330527006,False
M30,50.0,COMBINED,100,0.5,equal,460,258,202,56.086956521739125,2542.277272000013,495.23866800000087,89.16193582725468,False
M30,50.0,COMBINED,100,0.7,equal,88,54,34,61.36363636363637,1776.758918000004,222.38581799999884,92.91100000000006,False
M30,50.0,COMBINED,100,0.8,equal,4,2,2,50.0,0.0,111.494631999999,132.4135087948634,True
M30,50.0,COMBINED,100,0.85,equal,1,0,1,0.0,0.0,62.93799999999919,125.87599999999838,True
M30,100.0,FVG,1,0.0,equal,695,429,266,61.726618705035975,2591.5465240000167,494.6390959999999,43.27416235214224,False
M30,100.0,FVG,1,0.5,equal,252,162,90,64.28571428571429,2172.9794920000095,489.9770759999992,48.309921946601726,False
M30,100.0,FVG,1,0.7,equal,59,35,24,59.32203389830508,1301.7909800000034,194.24836999999843,31.27900000000045,False
M30,100.0,FVG,1,0.8,equal,13,7,6,53.84615384615385,227.87844000000223,118.581502,83.07979883676013,False
M30,100.0,FVG,1,0.85,equal,5,2,3,40.0,157.69808000000194,96.72995199999878,62.93799999999919,False
M30,100.0,FVG,3,0.0,equal,774,482,292,62.273901808785524,3158.2188760000163,492.90366600000107,30.346933052103676,False
M30,100.0,FVG,3,0.5,equal,273,177,96,64.83516483516483,2641.563510000009,465.62703599999986,33.93020872997799,False
M30,100.0,FVG,3,0.7,equal,63,39,24,61.904761904761905,1605.0987900000036,194.24836999999843,31.27900000000045,False
M30,100.0,FVG,3,0.8,equal,13,7,6,53.84615384615385,227.87844000000223,118.581502,83.07979883676013,False
M30,100.0,FVG,3,0.85,equal,5,2,3,40.0,157.69808000000194,96.72995199999878,62.93799999999919,False
M30,100.0,FVG,5,0.0,equal,774,482,292,62.273901808785524,3158.2188760000163,492.90366600000107,30.346933052103676,False
M30,100.0,FVG,5,0.5,equal,273,177,96,64.83516483516483,2641.563510000009,465.62703599999986,33.93020872997799,False
M30,100.0,FVG,5,0.7,equal,63,39,24,61.904761904761905,1605.0987900000036,194.24836999999843,31.27900000000045,False
M30,100.0,FVG,5,0.8,equal,13,7,6,53.84615384615385,227.87844000000223,118.581502,83.07979883676013,False
M30,100.0,FVG,5,0.85,equal,5,2,3,40.0,157.69808000000194,96.72995199999878,62.93799999999919,False
M30,100.0,FVG,100,0.0,equal,774,482,292,62.273901808785524,3158.2188760000163,492.90366600000107,30.346933052103676,False
M30,100.0,FVG,100,0.5,equal,273,177,96,64.83516483516483,2641.563510000009,465.62703599999986,33.93020872997799,False
M30,100.0,FVG,100,0.7,equal,63,39,24,61.904761904761905,1605.0987900000036,194.24836999999843,31.27900000000045,False
M30,100.0,FVG,100,0.8,equal,13,7,6,53.84615384615385,227.87844000000223,118.581502,83.07979883676013,False
M30,100.0,FVG,100,0.85,equal,5,2,3,40.0,157.69808000000194,96.72995199999878,62.93799999999919,False
M30,100.0,OB,1,0.0,equal,212,70,142,33.0188679245283,1001.2584960000058,225.45026600000165,40.265267797000476,False
M30,100.0,OB,1,0.5,equal,11,5,6,45.45454545454545,178.25436600000103,74.66332399999919,42.22554240439917,False
M30,100.0,OB,1,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,OB,1,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,OB,1,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,OB,3,0.0,equal,230,80,150,34.78260869565217,1155.811580000005,225.45026600000165,40.265267797000476,False
M30,100.0,OB,3,0.5,equal,11,5,6,45.45454545454545,178.25436600000103,74.66332399999919,42.22554240439917,False
M30,100.0,OB,3,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,OB,3,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,OB,3,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,OB,5,0.0,equal,230,80,150,34.78260869565217,1155.811580000005,225.45026600000165,40.265267797000476,False
M30,100.0,OB,5,0.5,equal,11,5,6,45.45454545454545,178.25436600000103,74.66332399999919,42.22554240439917,False
M30,100.0,OB,5,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,OB,5,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,OB,5,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,OB,100,0.0,equal,230,80,150,34.78260869565217,1155.811580000005,225.45026600000165,40.265267797000476,False
M30,100.0,OB,100,0.5,equal,11,5,6,45.45454545454545,178.25436600000103,74.66332399999919,42.22554240439917,False
M30,100.0,OB,100,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,OB,100,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,OB,100,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,BB,1,0.0,equal,45,8,37,17.77777777777778,58.0,46.0,44.230769230769226,False
M30,100.0,BB,1,0.5,equal,1,0,1,0.0,98.0,2.0,2.0,False
M30,100.0,BB,1,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,BB,1,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,BB,1,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,BB,3,0.0,equal,45,8,37,17.77777777777778,58.0,46.0,44.230769230769226,False
M30,100.0,BB,3,0.5,equal,1,0,1,0.0,98.0,2.0,2.0,False
M30,100.0,BB,3,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,BB,3,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,BB,3,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,BB,5,0.0,equal,45,8,37,17.77777777777778,58.0,46.0,44.230769230769226,False
M30,100.0,BB,5,0.5,equal,1,0,1,0.0,98.0,2.0,2.0,False
M30,100.0,BB,5,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,BB,5,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,BB,5,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,BB,100,0.0,equal,45,8,37,17.77777777777778,58.0,46.0,44.230769230769226,False
M30,100.0,BB,100,0.5,equal,1,0,1,0.0,98.0,2.0,2.0,False
M30,100.0,BB,100,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,BB,100,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,BB,100,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,Swapzone,1,0.0,equal,471,165,306,35.03184713375796,617.8586640000167,428.1330279999993,46.62036355280844,False
M30,100.0,Swapzone,1,0.5,equal,19,6,13,31.57894736842105,92.36216600000353,169.42491999999947,96.57991394957851,False
M30,100.0,Swapzone,1,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,Swapzone,1,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,Swapzone,1,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,Swapzone,3,0.0,equal,491,167,324,34.0122199592668,479.4968840000147,503.07539599999564,56.767614162941115,False
M30,100.0,Swapzone,3,0.5,equal,19,6,13,31.57894736842105,92.36216600000353,169.42491999999947,96.57991394957851,False
M30,100.0,Swapzone,3,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,Swapzone,3,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,Swapzone,3,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,Swapzone,5,0.0,equal,491,167,324,34.0122199592668,479.4968840000147,503.07539599999564,56.767614162941115,False
M30,100.0,Swapzone,5,0.5,equal,19,6,13,31.57894736842105,92.36216600000353,169.42491999999947,96.57991394957851,False
M30,100.0,Swapzone,5,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,Swapzone,5,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,Swapzone,5,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,Swapzone,100,0.0,equal,491,167,324,34.0122199592668,479.4968840000147,503.07539599999564,56.767614162941115,False
M30,100.0,Swapzone,100,0.5,equal,19,6,13,31.57894736842105,92.36216600000353,169.42491999999947,96.57991394957851,False
M30,100.0,Swapzone,100,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,Swapzone,100,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,Swapzone,100,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,BPR,1,0.0,equal,465,227,238,48.817204301075265,175.06371200000194,400.37184000000434,71.08449654202165,False
M30,100.0,BPR,1,0.5,equal,19,8,11,42.10526315789473,0.0,120.00393799999983,114.81399193733691,True
M30,100.0,BPR,1,0.7,equal,24,15,9,62.5,341.269628,73.32664600000044,54.36556714636315,False
M30,100.0,BPR,1,0.8,equal,2,2,0,100.0,236.09861200000068,0.0,0.0,False
M30,100.0,BPR,1,0.85,equal,2,2,0,100.0,236.09861200000068,0.0,0.0,False
M30,100.0,BPR,3,0.0,equal,494,242,252,48.987854251012145,133.10291600000255,436.28669600000467,78.30155780880754,False
M30,100.0,BPR,3,0.5,equal,19,8,11,42.10526315789473,0.0,120.00393799999983,114.81399193733691,True
M30,100.0,BPR,3,0.7,equal,25,15,10,60.0,321.66012800000044,92.93614600000001,68.90436916598065,False
M30,100.0,BPR,3,0.8,equal,2,2,0,100.0,236.09861200000068,0.0,0.0,False
M30,100.0,BPR,3,0.85,equal,2,2,0,100.0,236.09861200000068,0.0,0.0,False
M30,100.0,BPR,5,0.0,equal,494,242,252,48.987854251012145,133.10291600000255,436.28669600000467,78.30155780880754,False
M30,100.0,BPR,5,0.5,equal,19,8,11,42.10526315789473,0.0,120.00393799999983,114.81399193733691,True
M30,100.0,BPR,5,0.7,equal,25,15,10,60.0,321.66012800000044,92.93614600000001,68.90436916598065,False
M30,100.0,BPR,5,0.8,equal,2,2,0,100.0,236.09861200000068,0.0,0.0,False
M30,100.0,BPR,5,0.85,equal,2,2,0,100.0,236.09861200000068,0.0,0.0,False
M30,100.0,BPR,100,0.0,equal,494,242,252,48.987854251012145,133.10291600000255,436.28669600000467,78.30155780880754,False
M30,100.0,BPR,100,0.5,equal,19,8,11,42.10526315789473,0.0,120.00393799999983,114.81399193733691,True
M30,100.0,BPR,100,0.7,equal,25,15,10,60.0,321.66012800000044,92.93614600000001,68.90436916598065,False
M30,100.0,BPR,100,0.8,equal,2,2,0,100.0,236.09861200000068,0.0,0.0,False
M30,100.0,BPR,100,0.85,equal,2,2,0,100.0,236.09861200000068,0.0,0.0,False
M30,100.0,IC,1,0.0,equal,209,71,138,33.97129186602871,0.0,504.93601800000215,104.5576088040004,True
M30,100.0,IC,1,0.5,equal,5,0,5,0.0,0.0,106.29616600000008,106.29616600000008,True
M30,100.0,IC,1,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,IC,1,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,IC,1,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,IC,3,0.0,equal,788,318,470,40.35532994923858,849.324726000008,468.3414240000029,94.09095075990878,False
M30,100.0,IC,3,0.5,equal,5,0,5,0.0,0.0,106.29616600000008,106.29616600000008,True
M30,100.0,IC,3,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,IC,3,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,IC,3,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,IC,5,0.0,equal,792,322,470,40.65656565656566,875.0104060000085,468.3414240000029,94.09095075990878,False
M30,100.0,IC,5,0.5,equal,5,0,5,0.0,0.0,106.29616600000008,106.29616600000008,True
M30,100.0,IC,5,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,IC,5,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,IC,5,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,IC,100,0.0,equal,792,322,470,40.65656565656566,875.0104060000085,468.3414240000029,94.09095075990878,False
M30,100.0,IC,100,0.5,equal,5,0,5,0.0,0.0,106.29616600000008,106.29616600000008,True
M30,100.0,IC,100,0.7,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,IC,100,0.8,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,IC,100,0.85,equal,0,0,0,0.0,100.0,0.0,0.0,False
M30,100.0,COMBINED,1,0.0,equal,1932,849,1083,43.94409937888199,3073.0579780000407,689.2401419999951,47.90889258609179,False
M30,100.0,COMBINED,1,0.5,equal,121,56,65,46.28099173553719,0.0,411.63480999999865,102.16649357413115,True
M30,100.0,COMBINED,1,0.7,equal,76,46,30,60.526315789473685,1490.5904000000028,222.38581799999884,46.45550000000003,False
M30,100.0,COMBINED,1,0.8,equal,15,9,6,60.0,363.9770520000029,118.581502,83.07979883676013,False
M30,100.0,COMBINED,1,0.85,equal,7,4,3,57.14285714285714,293.7966920000026,96.72995199999878,62.93799999999919,False
M30,100.0,COMBINED,3,0.0,equal,2778,1282,1496,46.14830813534917,5223.152564000046,660.9271760000001,41.568739496077356,False
M30,100.0,COMBINED,3,0.5,equal,458,256,202,55.895196506550214,2367.7459780000136,495.23866800000087,73.1768706478536,False
M30,100.0,COMBINED,3,0.7,equal,88,54,34,61.36363636363637,1826.758918000004,222.38581799999884,46.45550000000003,False
M30,100.0,COMBINED,3,0.8,equal,15,9,6,60.0,363.9770520000029,118.581502,83.07979883676013,False
M30,100.0,COMBINED,3,0.85,equal,7,4,3,57.14285714285714,293.7966920000026,96.72995199999878,62.93799999999919,False
M30,100.0,COMBINED,5,0.0,equal,2822,1297,1525,45.960311835577606,5333.954982000047,660.9271760000001,41.21433832185121,False
M30,100.0,COMBINED,5,0.5,equal,460,258,202,56.086956521739125,2592.277272000013,495.23866800000087,73.1768706478536,False
M30,100.0,COMBINED,5,0.7,equal,88,54,34,61.36363636363637,1826.758918000004,222.38581799999884,46.45550000000003,False
M30,100.0,COMBINED,5,0.8,equal,15,9,6,60.0,363.9770520000029,118.581502,83.07979883676013,False
M30,100.0,COMBINED,5,0.85,equal,7,4,3,57.14285714285714,293.7966920000026,96.72995199999878,62.93799999999919,False
M30,100.0,COMBINED,100,0.0,equal,2826,1301,1525,46.03680113234254,5359.640662000047,660.9271760000001,41.21433832185121,False
M30,100.0,COMBINED,100,0.5,equal,460,258,202,56.086956521739125,2592.277272000013,495.23866800000087,73.1768706478536,False
M30,100.0,COMBINED,100,0.7,equal,88,54,34,61.36363636363637,1826.758918000004,222.38581799999884,46.45550000000003,False
M30,100.0,COMBINED,100,0.8,equal,15,9,6,60.0,363.9770520000029,118.581502,83.07979883676013,False
M30,100.0,COMBINED,100,0.85,equal,7,4,3,57.14285714285714,293.7966920000026,96.72995199999878,62.93799999999919,False
